,subject,frame,contact_type
696,B00432,17875.jpg,"[[20, 6]]"
697,B64172,02700.jpg,"[[19, 15], [19, 4], [19, 3], [20, 16], [20, 3], [20, 4]]"
698,B64172,04350.jpg,"[[10, 16]]"
699,B64172,04800.jpg,"[[2, 19], [19, 4], [19, 15], [19, 3], [20, 8], [18, 9], [19, 6], [17, 6], [15, 16], [3, 3], [3, 5], [5, 10]]"
700,B64172,04950.jpg,"[[19, 15], [19, 4], [19, 3], [20, 5], [18, 12], [10, 8]]"
701,B64172,06450.jpg,"[[19, 10]]"
702,B64172,06750.jpg,"[[19, 3], [17, 15], [10, 12], [19, 5], [7, 8], [17, 3], [17, 5]]"
703,B64172,12750.jpg,"[[17, 0], [9, 13]]"
704,B64172,12900.jpg,"[[9, 14], [18, 16], [17, 15]]"
705,B64172,13200.jpg,"[[19, 3], [19, 15], [17, 15], [17, 0]]"
706,B64172,13500.jpg,"[[9, 13], [17, 15]]"
707,B64172,13650.jpg,"[[9, 13]]"
708,B64172,13800.jpg,"[[19, 6], [19, 4], [9, 13]]"
709,B64172,14700.jpg,"[[18, 10]]"
710,B64172,14850.jpg,"[[18, 6]]"
711,B64172,15000.jpg,"[[18, 6]]"
712,B64172,15150.jpg,"[[18, 6]]"
713,B64172,15300.jpg,"[[18, 10]]"
714,B81926,00375.jpg,"[[19, 18]]"
715,B81926,01125.jpg,"[[19, 18]]"
716,B81926,09875.jpg,"[[10, 19]]"
717,B81926,18500.jpg,"[[19, 18]]"
718,B82756,00600.jpg,"[[19, 19]]"
719,B82756,01350.jpg,"[[17, 14]]"
720,B82756,06000.jpg,"[[20, 17]]"
721,B82756,06150.jpg,"[[20, 17], [20, 15]]"
722,B82756,10950.jpg,"[[12, 19], [19, 16], [11, 18]]"
723,B82756,11100.jpg,"[[15, 17], [15, 19], [3, 15], [17, 18], [17, 16], [17, 5], [19, 6], [19, 4], [20, 4], [20, 15], [12, 8], [12, 10], [12, 9], [11, 9]]"
724,B82756,11250.jpg,"[[11, 19], [11, 20], [9, 17], [3, 4], [0, 0], [3, 1], [18, 12], [13, 14], [11, 11], [12, 8], [3, 15], [11, 9], [12, 10]]"
725,B82756,14550.jpg,"[[19, 3], [19, 16], [3, 17], [3, 19], [10, 8], [10, 9], [10, 10], [20, 8], [12, 12], [11, 13], [3, 6]]"
726,B82756,14700.jpg,"[[3, 4], [3, 15], [3, 1], [20, 11], [11, 14], [13, 13], [13, 14], [10, 18], [18, 16], [12, 8], [12, 10], [7, 6]]"
727,B82756,14850.jpg,"[[20, 5], [5, 6], [3, 4], [12, 8], [13, 14], [11, 11], [12, 12], [7, 6], [3, 1]]"
728,B82756,15000.jpg,"[[11, 11], [12, 8], [20, 5], [18, 16], [16, 1], [3, 1], [3, 15], [10, 18], [10, 6], [5, 6], [5, 4]]"
729,B82756,15150.jpg,"[[19, 6], [20, 3], [20, 16]]"
730,B82756,15900.jpg,"[[13, 13], [20, 4], [20, 16], [20, 3], [19, 3], [19, 15], [19, 4], [12, 9]]"
731,B82756,16050.jpg,"[[13, 8], [19, 3], [19, 15], [19, 4], [20, 4], [20, 16], [20, 3]]"
732,B82756,16200.jpg,"[[12, 19], [10, 17], [10, 15], [10, 3]]"
733,B82756,16350.jpg,"[[10, 19]]"
734,B82756,16500.jpg,"[[10, 19]]"
735,B82756,16650.jpg,"[[10, 17], [12, 19], [10, 19]]"
736,B82756,16800.jpg,"[[10, 19]]"
737,B82756,16950.jpg,"[[10, 19]]"
738,B82756,17100.jpg,"[[10, 19]]"
739,B82756,17250.jpg,"[[10, 19]]"
740,B82756,19050.jpg,"[[19, 20]]"
741,B54732,01650.jpg,"[[19, 18]]"
742,B54732,07500.jpg,"[[20, 1], [20, 0]]"
743,B54732,09750.jpg,"[[20, 19]]"
744,B54732,12450.jpg,"[[20, 15], [18, 3]]"
745,B54732,12600.jpg,"[[9, 8], [9, 9], [9, 11], [11, 13], [11, 14], [19, 4], [19, 15], [19, 3], [20, 3]]"
746,B54732,12750.jpg,"[[17, 19], [11, 8]]"
747,B54732,12900.jpg,"[[11, 8]]"
748,B54732,13050.jpg,"[[11, 8]]"
749,B54732,13200.jpg,"[[18, 16], [11, 8]]"
750,B54732,13350.jpg,"[[11, 8], [18, 16], [18, 3]]"
751,B54732,13500.jpg,"[[11, 8], [20, 18]]"
752,B54732,13650.jpg,"[[11, 8]]"
753,B54732,13800.jpg,"[[20, 16], [20, 3]]"
754,B54732,13950.jpg,"[[20, 5], [20, 6], [19, 9], [19, 5]]"
755,B54732,14100.jpg,"[[11, 8], [11, 17]]"
756,B54732,14250.jpg,"[[11, 8], [18, 18], [18, 20]]"
757,B54732,14400.jpg,"[[11, 8]]"
758,B54732,14550.jpg,"[[18, 16], [18, 5], [11, 8]]"
759,B54732,14700.jpg,"[[11, 8], [17, 17], [13, 20], [18, 5]]"
760,B54732,14850.jpg,"[[11, 8], [18, 18]]"
761,B54732,15000.jpg,"[[11, 8], [18, 18]]"
762,B54732,15150.jpg,"[[11, 8], [20, 12]]"
763,B54732,15300.jpg,"[[11, 8]]"
764,B54732,15450.jpg,"[[11, 8]]"
765,B54732,15600.jpg,"[[11, 8], [19, 19]]"
766,B54732,15750.jpg,"[[11, 8]]"
767,B60741,01250.jpg,"[[20, 5]]"
768,B60741,02250.jpg,"[[20, 14]]"
769,B60741,02750.jpg,"[[20, 14]]"
770,B60741,04875.jpg,"[[20, 14], [20, 12]]"
771,B62594,00750.jpg,"[[20, 4], [20, 6], [9, 5], [9, 3]]"
772,B62594,04800.jpg,"[[19, 6], [19, 8]]"
773,B62594,05700.jpg,"[[18, 3], [18, 16], [20, 5]]"
774,B62594,08100.jpg,"[[20, 3], [18, 3], [18, 16], [19, 8]]"
775,B62594,08250.jpg,"[[18, 5], [18, 18], [20, 5], [2, 15], [3, 15], [0, 0], [15, 17], [17, 9], [16, 16], [3, 4]]"
776,B62594,08400.jpg,"[[18, 3], [18, 16], [20, 3], [20, 5], [16, 1], [3, 1], [18, 5], [0, 1], [10, 8], [9, 8], [9, 9], [10, 10], [17, 17], [3, 15]]"
777,B62594,08550.jpg,"[[19, 5], [19, 7], [19, 6], [20, 5], [18, 3], [20, 3], [19, 9], [18, 16]]"
778,B62594,08700.jpg,"[[20, 3], [18, 3], [18, 16], [19, 8], [17, 8], [19, 9], [19, 10], [3, 1], [16, 1], [3, 4], [3, 15]]"
779,B62594,08850.jpg,"[[18, 16], [18, 3], [18, 4], [20, 5], [19, 3], [17, 15]]"
780,B62594,09000.jpg,"[[20, 6], [20, 8], [19, 7], [19, 9], [19, 5]]"
781,B62594,09150.jpg,"[[18, 16], [18, 3], [20, 3], [19, 10]]"
782,B62594,09300.jpg,"[[20, 3], [3, 20], [19, 16], [19, 3]]"
783,B62594,09450.jpg,"[[20, 3], [20, 5], [19, 3], [19, 4], [19, 16], [17, 20], [17, 18]]"
784,B62594,09600.jpg,"[[19, 4], [19, 16]]"
785,B62594,11100.jpg,"[[19, 8], [18, 3], [20, 3], [18, 16]]"
786,B62594,11250.jpg,"[[3, 1], [3, 0], [9, 20], [19, 3], [19, 16], [20, 15], [20, 4], [20, 3]]"
787,B62594,11400.jpg,"[[19, 16], [19, 3], [20, 3], [20, 15], [19, 4], [20, 4]]"
788,B62594,11550.jpg,"[[20, 4], [20, 15], [20, 3], [2, 1], [15, 20], [19, 8], [17, 8], [17, 6]]"
789,B62594,14250.jpg,"[[10, 17], [10, 19], [11, 10], [11, 9], [20, 3], [20, 15], [9, 20], [19, 3]]"
790,B62594,14400.jpg,"[[20, 3], [18, 3], [17, 5], [19, 5], [20, 15], [17, 15], [3, 1], [3, 4], [15, 15], [10, 20], [5, 18], [16, 16], [0, 1], [2, 1], [20, 0], [18, 16], [9, 8], [11, 9], [11, 11], [11, 14], [12, 14], [5, 6]]"
791,B62594,14550.jpg,"[[0, 1], [3, 1], [2, 1], [3, 4], [3, 16], [5, 18], [10, 20], [18, 18], [17, 17], [11, 8], [11, 9], [12, 10], [11, 11], [12, 12], [17, 9]]"
792,B62594,14700.jpg,"[[0, 1], [3, 1], [2, 1], [3, 4], [3, 16], [5, 18], [10, 20], [18, 18], [17, 17], [11, 8], [11, 9], [12, 10], [11, 11], [12, 12], [17, 9]]"
793,B62594,14850.jpg,"[[18, 3], [18, 5], [20, 5], [20, 6], [17, 9], [16, 0], [3, 16], [10, 20], [5, 18], [16, 16], [18, 18], [12, 10], [11, 9], [11, 11], [12, 12]]"
794,B62594,15000.jpg,"[[10, 20], [13, 10]]"
795,B62594,15150.jpg,"[[19, 14]]"
796,B62594,15750.jpg,"[[18, 3], [18, 16], [20, 3], [19, 8], [20, 15]]"
797,B62594,16200.jpg,"[[18, 3], [18, 16], [20, 3], [19, 8], [16, 1]]"
798,B62594,16350.jpg,"[[19, 7], [19, 9], [19, 5], [18, 0]]"
799,B62594,16500.jpg,"[[19, 9], [18, 16], [18, 3], [20, 18]]"
800,B62594,17250.jpg,"[[19, 4], [19, 3], [19, 15], [20, 16], [20, 3], [20, 4], [3, 4], [3, 1], [9, 13]]"
801,B62594,17400.jpg,"[[20, 5], [20, 7], [18, 5], [19, 9], [17, 15], [9, 8], [9, 9], [3, 1], [17, 4]]"
802,B62594,20400.jpg,"[[19, 20]]"
803,B00402,01000.jpg,"[[13, 11], [19, 16], [19, 3], [19, 4], [20, 15]]"
804,B00402,01250.jpg,"[[11, 13]]"
805,B00402,01375.jpg,"[[11, 13]]"
806,B00402,02250.jpg,"[[20, 20]]"
807,B00402,02500.jpg,"[[20, 17], [20, 11]]"
808,B00402,02625.jpg,"[[20, 17]]"
809,B00402,03000.jpg,"[[20, 17]]"
810,B00402,04500.jpg,"[[20, 17], [20, 11]]"
811,B00402,10375.jpg,"[[18, 16], [18, 3], [3, 15], [7, 8], [10, 8], [3, 4], [5, 6], [11, 11], [11, 12], [0, 1], [9, 19]]"
812,B00402,10500.jpg,"[[18, 16], [18, 3], [5, 17], [3, 15], [7, 8], [10, 8], [3, 4], [5, 6], [11, 11], [11, 12], [9, 19]]"
813,B00402,10625.jpg,"[[18, 16], [18, 3], [3, 15], [7, 8], [10, 8], [3, 4], [5, 6], [11, 11], [11, 12], [10, 20]]"
814,B00402,10750.jpg,"[[18, 16], [18, 3], [7, 8], [10, 8], [3, 4], [5, 6], [11, 11], [11, 12], [20, 20]]"
815,B00402,10875.jpg,"[[18, 16], [18, 3], [5, 17], [3, 15], [7, 8], [10, 8], [3, 4], [5, 6], [11, 11], [11, 12], [20, 20], [9, 19], [0, 0], [20, 0], [20, 3]]"
816,B00402,11000.jpg,"[[18, 16], [18, 3], [5, 17], [7, 8], [10, 8], [5, 6], [11, 11], [11, 12], [9, 9], [10, 10]]"
817,B00402,11125.jpg,"[[18, 16], [18, 3], [3, 15], [7, 8], [10, 8], [3, 4], [5, 6], [11, 11], [11, 12], [20, 20], [0, 1], [9, 9], [10, 10]]"
818,B00402,11250.jpg,"[[18, 16], [18, 3], [3, 15], [7, 8], [10, 8], [3, 4], [5, 6], [11, 11], [11, 12], [0, 1], [9, 19], [9, 9], [18, 20]]"
819,B00402,11375.jpg,"[[20, 3], [19, 3], [19, 15], [11, 10], [11, 11], [11, 9], [20, 16], [19, 4], [11, 8], [3, 4], [5, 6], [18, 16], [18, 3]]"
820,B00402,11500.jpg,"[[20, 3], [19, 3], [19, 15], [11, 9], [20, 16], [19, 4], [20, 4], [11, 8], [13, 10]]"
821,B00402,11625.jpg,"[[20, 3], [20, 16], [3, 4], [19, 4], [19, 15], [19, 3], [20, 5], [9, 19], [11, 9], [9, 5], [11, 11]]"
822,B00402,11750.jpg,"[[9, 19], [18, 20], [11, 8], [11, 9], [11, 10], [11, 11]]"
823,B00402,11875.jpg,"[[3, 4], [18, 20], [18, 16], [0, 1], [3, 15], [11, 8], [9, 8], [11, 9], [11, 11]]"
824,B00402,12000.jpg,"[[3, 4], [18, 16], [0, 1], [3, 15], [11, 8], [11, 9], [11, 11], [20, 20], [17, 17], [10, 8], [10, 10], [18, 3]]"
825,B00402,12125.jpg,"[[3, 4], [18, 16], [0, 1], [3, 15], [11, 8], [11, 9], [11, 11], [20, 20], [10, 8], [10, 10], [18, 3], [19, 19]]"
826,B00402,12250.jpg,"[[11, 8], [11, 9], [10, 10], [18, 16], [18, 5], [18, 3], [20, 5], [19, 19], [17, 15], [17, 17], [19, 3], [3, 4], [0, 1]]"
827,B00402,12375.jpg,"[[3, 1], [3, 4], [3, 15], [17, 17], [19, 9], [10, 8], [11, 9], [10, 10], [13, 14], [11, 8], [0, 1], [9, 15]]"
828,B00402,12500.jpg,"[[19, 18], [17, 20], [19, 20], [17, 19], [17, 17], [18, 4], [11, 9], [11, 8], [18, 6]]"
829,B00402,14500.jpg,"[[20, 10], [20, 8]]"
830,B00402,14625.jpg,"[[20, 16], [20, 3]]"
831,B00402,14750.jpg,"[[20, 4], [20, 3], [20, 16]]"
832,B00402,15250.jpg,"[[20, 16], [19, 6]]"
833,B00402,15375.jpg,"[[3, 6], [9, 8], [18, 5], [9, 9], [18, 10], [20, 5]]"
834,B00402,16125.jpg,"[[19, 12]]"
835,B00402,16250.jpg,"[[19, 15], [19, 3], [19, 4], [20, 4], [20, 16], [20, 3], [17, 17]]"
836,B00402,16375.jpg,"[[19, 3], [19, 15], [17, 17], [9, 8], [9, 9], [11, 11], [11, 10], [16, 16], [16, 4], [3, 4], [18, 5]]"
837,B00402,16500.jpg,"[[0, 0], [9, 19], [3, 15], [18, 5], [20, 5], [20, 7], [20, 9], [3, 4], [18, 18]]"
838,B00402,16625.jpg,"[[11, 8], [9, 8], [11, 9], [11, 10], [18, 5], [18, 16], [20, 5], [20, 9], [3, 4], [3, 6], [11, 11]]"
839,B00402,16750.jpg,"[[11, 8], [9, 8], [11, 9], [11, 10], [18, 5], [18, 16], [20, 5], [20, 9], [3, 4], [3, 6], [11, 11]]"
840,B00402,16875.jpg,"[[11, 8], [9, 8], [11, 9], [11, 10], [18, 5], [18, 16], [20, 5], [20, 9], [3, 4], [3, 6], [11, 11], [16, 16], [9, 19]]"
841,B00402,17000.jpg,"[[11, 8], [9, 8], [11, 9], [11, 10], [18, 5], [20, 5], [20, 9], [3, 4], [3, 6], [11, 11], [16, 16], [9, 19], [16, 4], [18, 10], [18, 7]]"
842,B00402,17125.jpg,"[[11, 8], [9, 8], [11, 9], [11, 10], [18, 5], [20, 5], [20, 9], [3, 6], [11, 11], [16, 16], [16, 4], [18, 10], [18, 7], [18, 16], [11, 12], [11, 14]]"
843,B00402,17250.jpg,"[[11, 8], [9, 8], [11, 9], [11, 10], [18, 5], [20, 5], [20, 9], [3, 6], [11, 11], [18, 7], [11, 12]]"
844,B00402,17375.jpg,"[[9, 8], [11, 9], [11, 8], [11, 10], [11, 12], [11, 19], [20, 17], [20, 15], [18, 5], [16, 4], [3, 6]]"
845,B00402,17500.jpg,"[[9, 8], [11, 9], [11, 8], [11, 10], [11, 12], [18, 5], [3, 6], [18, 20], [18, 18], [20, 9], [20, 19], [20, 5], [18, 7]]"
846,B00402,17625.jpg,"[[9, 8], [11, 8], [9, 9], [11, 10], [11, 12], [20, 9], [20, 5], [20, 7], [18, 5], [18, 18], [3, 6], [16, 16]]"
847,B00402,17750.jpg,"[[9, 8], [11, 8], [9, 9], [11, 10], [11, 12], [20, 9], [20, 5], [18, 5], [18, 18], [3, 6], [16, 4], [20, 19], [9, 19]]"
848,B00402,17875.jpg,"[[11, 8], [11, 9], [20, 10]]"
849,B00402,18500.jpg,"[[19, 13], [20, 12], [20, 14]]"
850,B00402,18750.jpg,"[[16, 1], [16, 0], [3, 20], [20, 16], [20, 3], [19, 5], [17, 9], [0, 19], [3, 17], [3, 15], [11, 9], [11, 11], [13, 10], [11, 8], [10, 6], [3, 4]]"
851,B00402,18875.jpg,"[[11, 8], [11, 9], [11, 13], [11, 11], [17, 11], [19, 12], [3, 15], [3, 20], [20, 16], [20, 3], [16, 1], [18, 1], [18, 4], [10, 6]]"
852,B50284,05400.jpg,"[[17, 20], [17, 14]]"
853,B50284,08250.jpg,"[[19, 19]]"
854,B50284,11700.jpg,"[[17, 16], [17, 18]]"
855,B50284,12150.jpg,"[[19, 16], [19, 3], [19, 0], [3, 19], [3, 17], [10, 8], [9, 9], [9, 11], [10, 10], [9, 14], [3, 4], [5, 6], [15, 11]]"
856,B50284,12300.jpg,"[[18, 16], [18, 3], [3, 15], [10, 8], [9, 9], [9, 11], [9, 14], [3, 4], [5, 6]]"
857,B50284,12450.jpg,"[[18, 16], [18, 3], [3, 15], [10, 8], [9, 9], [9, 11], [9, 14], [3, 4], [5, 6], [10, 10], [17, 11]]"
858,B50284,12600.jpg,"[[3, 15], [3, 4], [5, 6], [10, 8], [9, 9], [9, 11], [10, 10], [18, 16], [18, 3]]"
859,B50284,12750.jpg,"[[3, 15], [3, 4], [5, 6], [10, 8], [9, 9], [9, 11], [10, 10], [19, 5], [17, 19], [17, 13]]"
860,B50284,12900.jpg,"[[3, 15], [5, 15], [3, 4], [5, 6], [10, 8], [9, 9], [9, 11], [10, 10]]"
861,B50284,13050.jpg,"[[3, 15], [3, 4], [5, 6], [10, 8], [9, 9], [9, 11], [10, 10], [18, 4], [18, 6], [20, 10]]"
862,B50284,13200.jpg,"[[3, 15], [5, 17], [3, 4], [5, 6], [10, 8], [9, 9], [9, 11], [10, 10], [18, 16]]"
863,B50284,13350.jpg,"[[3, 15], [5, 17], [3, 4], [5, 6], [10, 8], [9, 9], [9, 11], [10, 10], [18, 16], [17, 11]]"
864,B50284,13500.jpg,"[[3, 15], [5, 17], [3, 4], [5, 6], [10, 8], [9, 9], [9, 11], [10, 10], [18, 16], [17, 11], [3, 1]]"
865,B50284,13650.jpg,"[[3, 15], [5, 17], [3, 4], [5, 6], [10, 8], [9, 9], [9, 11], [10, 10], [3, 1]]"
866,B50284,13800.jpg,"[[3, 15], [5, 17], [3, 4], [5, 6], [10, 8], [9, 9], [9, 11], [10, 10], [3, 1]]"
867,B50284,13950.jpg,"[[3, 15], [3, 4], [5, 6], [10, 8], [9, 9], [9, 11], [10, 10], [3, 1]]"
868,B50284,14100.jpg,"[[3, 15], [3, 4], [5, 6], [10, 8], [9, 9], [9, 11], [10, 10], [3, 1]]"
869,B50284,14250.jpg,"[[9, 11], [9, 13], [9, 9], [10, 10], [9, 8], [10, 8]]"
870,B50284,14400.jpg,"[[9, 11], [9, 13], [9, 9], [10, 10], [9, 8], [10, 8], [17, 13], [3, 15]]"
871,B50284,14550.jpg,"[[9, 11], [9, 9], [10, 10], [9, 8], [10, 8], [17, 13], [3, 15], [9, 14]]"
872,B50284,14700.jpg,"[[9, 11], [9, 9], [10, 10], [9, 8], [10, 8], [3, 15], [3, 1], [3, 4]]"
873,B50284,14850.jpg,"[[9, 11], [9, 9], [10, 10], [9, 8], [10, 8], [3, 15], [3, 4]]"
874,B50284,15000.jpg,"[[9, 11], [9, 9], [10, 10], [9, 8], [10, 8], [3, 15], [3, 4], [17, 13]]"
875,B50284,15150.jpg,"[[9, 11], [9, 9], [10, 10], [9, 8], [10, 8], [3, 15], [3, 4], [3, 0], [5, 15]]"
876,B50284,15300.jpg,"[[9, 11], [9, 9], [10, 10], [9, 8], [10, 8], [3, 15], [3, 4], [5, 15]]"
877,B50284,15450.jpg,"[[9, 11], [9, 9], [10, 10], [9, 8], [10, 8], [3, 15], [3, 4], [5, 15], [0, 1], [3, 0], [3, 1], [19, 16], [19, 4]]"
878,B50284,15600.jpg,"[[17, 13], [9, 9], [9, 11], [10, 8], [10, 10], [3, 15], [20, 10]]"
879,B50284,15750.jpg,"[[9, 9], [9, 11], [10, 8], [10, 10], [3, 15], [0, 1], [3, 1], [3, 0], [3, 4], [5, 6]]"
880,B50284,15900.jpg,"[[9, 9], [9, 11], [10, 8], [10, 10], [3, 15], [3, 4], [5, 6], [5, 15], [17, 11]]"
881,B50284,16050.jpg,"[[9, 9], [9, 11], [10, 8], [10, 10], [3, 15], [5, 6], [17, 11]]"
882,B50284,16200.jpg,"[[9, 9], [9, 11], [10, 8], [10, 10], [3, 15], [5, 6], [20, 7], [20, 5], [20, 10]]"
883,B50284,16350.jpg,"[[9, 9], [9, 11], [10, 8], [10, 10], [3, 15], [5, 6], [3, 1], [3, 4], [17, 11]]"
884,B50284,16500.jpg,"[[9, 9], [9, 11], [10, 8], [10, 10], [3, 15], [5, 6], [3, 4], [17, 11]]"
885,B50284,16650.jpg,"[[9, 9], [9, 11], [10, 8], [10, 10], [3, 15], [5, 6], [5, 15]]"
886,B50284,17850.jpg,"[[19, 13]]"
887,B50284,18450.jpg,"[[19, 13]]"
888,B50284,18750.jpg,"[[19, 20]]"
889,B50284,18900.jpg,"[[19, 19]]"
890,B50284,19800.jpg,"[[19, 13]]"
891,B50284,20850.jpg,"[[19, 19]]"
892,B50284,21000.jpg,"[[10, 17]]"
893,B50284,21150.jpg,"[[10, 17]]"
894,B50284,21300.jpg,"[[10, 17]]"
895,B50284,21450.jpg,"[[10, 17]]"
896,B50284,21750.jpg,"[[10, 19]]"
897,B60004,07800.jpg,"[[19, 5]]"
898,B60004,08250.jpg,"[[19, 6]]"
899,B60004,08400.jpg,"[[20, 16], [20, 3], [19, 17], [19, 15], [19, 3]]"
900,B60004,08550.jpg,"[[19, 4], [19, 15], [11, 10]]"
901,B60004,08700.jpg,"[[19, 6]]"
902,B60004,09150.jpg,"[[19, 8]]"
903,B60004,09300.jpg,"[[19, 15], [19, 4], [19, 3], [19, 0], [20, 3], [0, 0], [15, 1]]"
904,B60004,10500.jpg,"[[10, 8], [10, 10], [10, 12], [10, 9], [7, 8], [18, 10], [20, 12], [20, 18], [18, 6], [3, 4], [5, 6]]"
905,B60004,10950.jpg,"[[20, 16], [20, 3], [20, 4], [13, 9]]"
906,B60004,11700.jpg,"[[19, 11]]"
907,B60004,12750.jpg,"[[9, 11], [9, 13], [15, 11], [20, 15], [20, 3], [18, 3], [18, 16], [17, 10], [19, 10]]"
908,B60004,12900.jpg,"[[20, 5], [20, 3], [5, 8], [5, 6], [3, 4], [10, 8], [10, 9], [10, 10], [18, 3], [18, 16], [16, 4], [18, 5], [9, 13], [10, 7]]"
909,B60004,13050.jpg,"[[20, 5], [20, 3], [5, 8], [5, 6], [3, 4], [10, 8], [10, 9], [10, 10], [18, 3], [18, 16], [16, 4], [18, 5], [20, 19], [20, 17], [10, 7]]"
910,B60004,13200.jpg,"[[20, 7], [20, 9], [10, 8], [5, 6], [7, 8], [3, 4], [16, 16], [18, 16], [10, 10], [20, 5], [18, 5], [18, 3], [16, 4], [10, 11], [17, 17]]"
911,B60004,13350.jpg,"[[10, 8], [5, 6], [3, 4], [10, 10], [10, 9], [10, 11], [18, 3], [18, 5], [18, 16], [16, 16], [16, 4], [10, 7], [5, 8]]"
912,B60004,13500.jpg,"[[10, 8], [5, 6], [10, 10], [10, 9], [10, 11], [18, 3], [18, 5], [18, 16], [10, 7], [10, 12], [5, 8], [3, 6]]"
913,B60004,13650.jpg,"[[10, 8], [5, 6], [3, 4], [10, 10], [10, 9], [10, 11], [18, 3], [18, 5], [18, 16], [16, 4], [20, 5], [20, 3], [3, 15], [5, 8]]"
914,B60004,13800.jpg,"[[10, 8], [5, 6], [10, 10], [10, 9], [10, 11], [18, 3], [18, 5], [18, 16], [16, 16], [16, 4], [20, 5], [20, 3], [5, 8], [3, 6]]"
915,B60004,21900.jpg,"[[20, 5], [20, 10], [19, 3], [19, 15], [19, 4], [20, 6]]"
916,B87499,04875.jpg,"[[20, 6]]"
917,B87499,05000.jpg,"[[20, 6], [20, 4]]"
918,B87499,05250.jpg,"[[20, 10], [20, 12]]"
919,B87499,05375.jpg,"[[18, 16], [17, 15], [18, 5], [20, 10], [19, 11]]"
920,B87499,05500.jpg,"[[18, 16], [18, 5], [19, 9], [19, 11], [17, 17], [19, 17]]"
921,B87499,05625.jpg,"[[19, 9], [18, 16], [18, 5], [20, 20], [20, 18]]"
922,B87499,05750.jpg,"[[18, 16], [18, 5], [20, 20], [20, 18]]"
923,B87499,05875.jpg,"[[18, 16], [18, 5], [20, 20], [20, 18]]"
924,B87499,06000.jpg,"[[18, 16], [18, 5]]"
925,B87499,06125.jpg,"[[18, 16], [18, 5]]"
926,B87499,06250.jpg,"[[18, 16], [18, 5]]"
927,B87499,06375.jpg,"[[18, 16], [18, 5]]"
928,B87499,06500.jpg,"[[18, 16], [18, 5]]"
929,B87499,06625.jpg,"[[18, 16], [18, 5]]"
930,B87499,06750.jpg,"[[18, 16], [18, 5]]"
931,B87499,06875.jpg,"[[18, 16], [18, 5]]"
932,B87499,07000.jpg,"[[18, 16], [18, 5]]"
933,B87499,07125.jpg,"[[18, 16], [18, 5], [19, 9]]"
934,B87499,07250.jpg,"[[18, 16], [19, 9], [18, 4], [18, 3]]"
935,B87499,07375.jpg,"[[18, 16], [19, 9], [18, 4]]"
936,B87499,07500.jpg,"[[18, 4], [20, 18]]"
937,B87499,07625.jpg,"[[20, 4], [20, 6]]"
938,B87499,07750.jpg,"[[20, 6]]"
939,B87499,10125.jpg,"[[20, 16], [20, 5], [3, 4], [5, 6], [12, 8], [12, 10], [12, 12], [11, 9], [11, 11]]"
940,B87499,10250.jpg,"[[3, 1], [3, 4], [5, 6], [12, 8], [12, 10], [12, 12], [11, 9], [11, 11], [12, 20]]"
941,B87499,10375.jpg,"[[3, 1], [3, 4], [5, 6], [12, 8], [12, 10], [12, 12], [11, 9], [11, 11], [11, 19], [9, 17], [18, 16]]"
942,B87499,10750.jpg,"[[5, 6], [12, 8], [12, 10], [12, 12], [11, 9], [11, 11], [11, 19], [9, 17], [17, 15], [19, 11]]"
943,B87499,11125.jpg,"[[5, 6], [12, 8], [12, 10], [12, 12], [11, 9], [11, 11], [17, 17], [17, 9], [3, 1], [3, 4]]"
944,B87499,11250.jpg,"[[5, 6], [12, 8], [12, 10], [12, 12], [11, 9], [11, 11], [17, 17], [15, 17], [17, 3], [19, 5], [19, 9], [20, 10]]"
945,B87499,11500.jpg,"[[5, 6], [12, 8], [12, 10], [12, 12], [11, 9], [11, 11], [17, 17], [19, 19], [17, 15], [3, 1], [3, 4], [18, 10]]"
946,B87499,11750.jpg,"[[5, 6], [12, 8], [12, 10], [12, 12], [11, 9], [11, 11], [17, 15], [3, 4], [15, 15], [9, 19], [17, 3], [10, 20], [18, 18]]"
947,B87499,11875.jpg,"[[12, 8], [12, 10], [12, 12], [11, 9], [11, 11], [17, 17]]"
948,B87499,12250.jpg,"[[19, 4], [19, 3], [19, 5], [19, 6], [20, 4], [20, 3], [20, 5], [20, 6], [11, 14]]"
949,B87499,12375.jpg,"[[20, 5], [20, 9], [20, 7], [20, 10], [9, 17], [3, 1], [3, 4], [12, 20], [12, 8], [12, 10], [11, 11], [9, 9], [13, 14], [18, 18], [3, 15]]"
950,B87499,12750.jpg,"[[12, 8], [11, 11], [12, 10], [12, 12], [19, 3], [19, 5], [19, 4], [20, 3], [20, 16], [20, 10], [20, 5], [12, 9]]"
951,B87499,12875.jpg,"[[17, 15], [17, 3], [18, 10], [12, 8], [11, 9], [11, 11], [12, 10]]"
952,B87499,13125.jpg,"[[19, 13]]"
953,B87499,13375.jpg,"[[19, 11], [19, 9], [20, 10], [11, 6], [20, 12], [20, 16]]"
954,B87499,13500.jpg,"[[19, 4], [19, 6], [20, 4], [20, 16], [19, 15], [19, 3], [20, 3]]"
955,B87499,13625.jpg,"[[3, 1], [3, 4], [20, 5], [17, 9], [18, 18], [10, 8], [5, 6], [10, 10], [11, 11], [12, 12], [3, 15]]"
956,B87499,13750.jpg,"[[10, 8], [11, 13], [12, 13], [20, 10], [20, 12], [18, 5], [18, 16], [3, 15], [5, 6], [3, 4], [16, 1]]"
